,linkedin url,company_name,industry,website,tagline,about,year founded,locality,country,current employee estimate,keywords
396,linkedin.com/company/sony,Sony,Entertainment Providers,https://www.sony.com/en/,,"Sony’s purpose is simple. We aim to fill the world with emotion, through the power of creativity and technology. We want to be responsible for getting hearts racing, stirring ambition, and putting a smile on the faces of our customers. That challenge, combined with our spirit of innovation, motivates us to create groundbreaking technology, entertainment, and services for people worldwide. 

Our history as a global brand has been built around employees that all have a passion for touching peoples' lives, and pride in pushing beyond the status quo to produce truly extraordinary results.

We’re uniquely positioned because we operate in many different industries - from movies and music to video games and electronics. And, with offices around the globe, we benefit from a global workforce that learns and grows together through mutual respect. 

If you're ready to join a diverse team at an innovation-led company with the power to change lives, then we encourage you to read up on the different Sony group companies and check out our Life page. Then, get in touch, and together, let’s make the world say wow.",1946.0,"tokyo, tokyo, japan",japan,13109,"sony,innovation,creativity,company,brand"
397,linkedin.com/company/genentech,Genentech,Biotechnology Research,http://www.gene.com,,"About Genentech

We're passionate about finding solutions for people facing the world's most difficult-to-treat conditions. That is why we use cutting-edge science to create and deliver innovative medicines around the globe. To us, science is personal.

Making a difference in the lives of millions starts when you make a change in yours. If you’d like to join our team, view our openings at gene.com/careers. 

Our patient resource center is dedicated to getting patients and caregivers to the right resources. You can reach them at 1 (877) GENENTECH (436-3683)
Monday-Friday, 6am-5pm PST or patientinfo@gene.com. 

Community Guidelines:

1. We want to foster positive conversation and diverse community around the issues we are passionate about. 
To that end, we remove profanity, content that contains credible threats or hate speech, content that is aimed at private individuals, personal information meant to harass someone, and repeated unwanted messages.

2. Don’t mention any medicines by name — ours or anyone else’s.
Because of the fair balance rules governing our industry, we cannot post any comments that reference any pharmaceutical brand, product, or service. Please do not mention any specific medicines by name, or include any links to third party sites in your comments.

3. This isn’t the place to report or discuss side effects.
This site is not intended as a forum for reporting side effects experienced while taking a Genentech product. Instead, you should report any side effects to Genentech Drug Safety at 1-888-835-2555. You can also report side effects of any prescription product directly to the FDA at 1-800-FDA-1088 or by visiting www.FDA.gov/medwatch.

4. Don’t pitch your product or service.
Please don't use our page as a place to promote your product or pitch your services. Please also avoid posting links to external sites. We reserve the right to remove any posts that are deemed promotional.",1976.0,"south san francisco, california, united states",united states,13103,"genentech,fda,gene,patientinfo,pharmaceutical"
398,linkedin.com/company/delphi,Delphi,Motor Vehicle Manufacturing,,,"On Dec. 5, 2017, Delphi became Aptiv and Delphi Technologies. 

For updates from Aptiv, follow https://www.linkedin.com/company/aptiv/ 

For updates from Delphi Technologies, follow https://www.linkedin.com/company/delphitechnologies/",2009.0,"gillingham, medway, united kingdom",united kingdom,13031,"delphitechnologies,delphi,aptiv,linkedin,updates"
399,linkedin.com/company/serco,Serco,IT Services and IT Consulting,http://www.serco.com/,,"Serco - Your solutions partner

We bring together the right people, the right technology and the right partners to create innovative solutions that make positive impact and address some of the most urgent and complex challenges facing the modern world.  

With a focus on serving governments globally, Serco’s services span justice, migration, defence, space, customer services, health, and transport. 

Our core capabilities include service design and advisory, resourcing, complex programme management, systems integration, case management, engineering, and asset & facilities management.",1988.0,"hook, hampshire, united kingdom",united kingdom,13014,"serco,services,service,capabilities,resourcing"
400,linkedin.com/company/bd1,BD,Medical Equipment Manufacturing,http://www.bd.com,BD is a global medical technology company that is advancing the world of health. www.bd.com,"BD is one of the largest global medical technology companies in the world and is advancing the world of health by improving medical discovery, diagnostics and the delivery of care. The company supports the heroes on the frontlines of health care by developing innovative technology, services and solutions that help advance both clinical therapy for patients and clinical process for health care providers. BD and its 65,000 employees have a passion and commitment to help improve patient outcomes, improve the safety and efficiency of clinicians’ care delivery process, enable laboratory scientists to better diagnose disease and advance researchers’ capabilities to develop the next generation of diagnostics and therapeutics. BD has a presence in virtually every country and partners with organizations around the world to address some of the most challenging global health issues. By working in close collaboration with customers, BD can help enhance outcomes, lower costs, increase efficiencies, improve safety and expand access to health care. In 2017, BD welcomed C. R. Bard and its products into the BD family. For more information on BD, please visit bd.com.
See community guidelines here:  https://tinyurl.com/yunjmzkx",1897.0,"franklin lakes, new jersey, united states",united states,12994,"bd,clinical,clinicians,medical,patients"
401,linkedin.com/company/leroy-merlin,Leroy Merlin,Retail,https://recrute.leroymerlin.fr/,"On peut tout construire ensemble, même l’avenir.","Leroy Merlin is a major player in the global DIY market. 
We help people around the world with all their home improvement projects, from renovations and extensions, to decoration and repairs... We offer a wide range of DIY solutions that cover plumbing, lighting, heating, electricity, sanitation, security, cooking, gardening and much more.

At Leroy Merlin, we believe that people are at the heart of any business. This commitment, based on our Human First strategy, has allowed us to be regularly reward by the “Great Place to Work” Institute and ""Top Employers"" Institute in different countries.

Adapting to local markets and promoting partnerships are key drivers for Leroy Merlin. We believe that it's only by building long-lasting relationships that we can create value for everyone: our customers, co-workers, suppliers, local markets and stakeholders.",1998.0,"france, aquitaine, france",france,12949,"merlin,partnerships,business,customers,diy"
402,linkedin.com/company/sct-ltd-co.,Taipei,"Appliances, Electrical, and Electronics Manufacturing",http://www.pttc.com.tw,,"1.Manage a small fund and engage in investment activities on Taiwan capital market.
2.Investment portfolios may include but unlimited to the listed stocks, index and stock futures. To own the Long or short positions depends on market trend and investment strategy.
3.In the middle-term, expect to start to establish the investing activity in China.",1998.0,"peking, beijing, china",china,12947,"taiwan,investing,investment,stocks,portfolios"
403,linkedin.com/company/airliquide,Air Liquide,Chemical Manufacturing,http://www.airliquide.com,,"A world leader in gases, technologies and services for Industry and Health, Air Liquide is present in 73 countries with approximately 67,100 employees and serves more than 3.9 million customers and patients. Oxygen, nitrogen and hydrogen are essential small molecules for life, matter and energy. They embody Air Liquide’s scientific territory and have been at the core of the company’s activities since its creation in 1902. 

Taking action today while preparing the future is at the heart of Air Liquide’s strategy. With ADVANCE, its strategic plan for 2025, Air Liquide is targeting a global performance, combining financial and extra-financial dimensions. Positioned on new markets, the Group benefits from major assets such as its business model combining resilience and strength, its ability to innovate and its technological expertise. The Group develops solutions contributing to climate and the energy transition—particularly with hydrogen—and takes action to progress in areas of healthcare, digital and high technologies. 

Air Liquide’s revenue amounted to more than 29.9 billion euros in 2022. Air Liquide is listed on the Euronext Paris stock exchange (compartment A) and belongs to the CAC 40, CAC 40 ESG, EURO STOXX 50, FTSE4Good and DJSI Europe indexes.",1902.0,"paris, île-de-france, france",france,12922,"liquide,gases,air,euronext,oxygen"
404,linkedin.com/company/te-connectivity,TE Connectivity,"Appliances, Electrical, and Electronics Manufacturing",http://te.com,,"TE Connectivity is a global industrial technology manufacturing leader creating a safer, sustainable, productive, and connected future. Our broad range of connectivity and sensor solutions, proven in the harshest environments, enable advancements in transportation, industrial applications, medical technology, energy, data communications, and the home.",2007.0,"berwyn, pennsylvania, united states",switzerland,12892,"connectivity,technology,te,communications,connected"
405,linkedin.com/company/woodplc,Wood,Professional Services,http://www.woodplc.com,,"Wood is a global leader in consulting and engineering, delivering solutions to critical challenges in energy and materials markets. We provide consulting, projects and operations solutions in 60 countries, employing around 35,000 people. www.woodplc.com",1912.0,"aberdeen, aberdeen city, united kingdom",united kingdom,12891,"woodplc,wood,consulting,projects,engineering"
406,linkedin.com/company/duke-energy-corporation,Duke Energy Corporation,Utilities,http://www.duke-energy.com,,"Headquartered in Charlotte, N.C., Duke Energy is one of the largest energy holding companies in the United States. Its Electric Utilities and Infrastructure business unit serves approximately 7.5 million customers located in six states in the Southeast and Midwest. The company's Gas Utilities and Infrastructure business unit distributes natural gas to approximately 1.6 million customers in the Carolinas, Ohio, Kentucky and Tennessee. Its Commercial Renewables business unit operates a growing renewable energy portfolio across the United States.

Duke Energy is a Fortune 125 company traded on the New York Stock Exchange under the symbol DUK.",1904.0,"charlotte, north carolina, united states",united states,12818,"duke,renewables,renewable,headquartered,energy"
407,linkedin.com/company/university-of-toronto,University of Toronto,Higher Education,https://defygravitycampaign.utoronto.ca/,,"Founded in 1827, the University of Toronto is Canada’s top university with a long history of challenging the impossible and transforming society through the ingenuity and resolve of our faculty, students, alumni, and supporters.  

We are proud to be one of the world’s top research-intensive universities, bringing together top minds from every conceivable background and discipline to collaborate on the world’s most pressing challenges. As a catalyst for discovery, innovation, and progress, we prepare our students for success through an outstanding global education and commitment to inclusive excellence.  

The ideas, innovations, and actions of more than 660,000 graduates advance U of T’s impact on communities across the globe.",1827.0,"toronto, ontario, canada",canada,12787,"universities,alumni,graduates,university,excellence"
408,linkedin.com/company/teksystems,TEKsystems,IT Services and IT Consulting,https://www.teksystems.com,Partners in Transformation,"We’re TEKsystems. We accelerate business transformation by solving complex technology, business and talent challenges—across the globe. We partner with 80% of the Fortune 500 to create solutions that enable them to capitalize on change. TEKsystems is an Allegis Group company.",1983.0,"hanover, maryland, united states",united states,12751,"teksystems,business,company,technology,transformation"
409,linkedin.com/company/insidesecure,Inside Secure,Computer and Network Security,http://www.insidesecure.com,"Inside Secure is now Verimatrix. Click the ""Contact us"" button below to follow our new page.","Inside Secure (Euronext Paris – INSD) is at the heart of security solutions for mobile and connected devices, providing software, silicon IP, tools and know-how needed to protect customers’ transactions, content, applications, and communications. With its deep security expertise and experience, the company delivers products having advanced and differentiated technical capabilities that span the entire range of security requirement levels to serve the demanding markets of network security, IoT security, content & application protection, mobile payment & banking. Inside Secure’s technology protects solutions for a broad range of customers including service providers, content distributors, security system integrators, device vendors and semiconductor manufacturers.",1995.0,"meyreuil, provence-alpes-cote d'azur, france",france,12720,"security,secure,euronext,protects,protect"
410,linkedin.com/company/sun-life-financial,Sun Life,Financial Services,http://www.sunlife.com,,"Sun Life is a leading financial services organization dedicated to helping people achieve lifetime financial security and live healthier lives.

We provide a wide range of insurance and investment products and services in key markets around the world including Canada, the United States, the United Kingdom, Hong Kong, the Philippines and Indonesia. At Sun Life, we have more than 34,000 employees and 112,900 advisors worldwide.

Websites:
Canada www.sunlife.ca/en/
US www.sunlife.com/us/en/
Vietnam www.sunlife.com.vn
Hong Kong www.sunlife.com.hk
Indonesia www.sunlife.co.id
Malaysia www.sunlife.com.my
Philippines www.sunlife.com.ph",1865.0,,,12698,"sunlife,sun,philippines,advisors,hk"
411,linkedin.com/company/tata-motors,Tata Motors,Motor Vehicle Manufacturing,http://www.tatamotors.com,,"Tata Motors Group (Tata Motors) is a leading global automobile manufacturing company. Its diverse portfolio includes an extensive range of cars, sports utility vehicles, trucks, buses and defence vehicles. The Tata Motors Group’s over 80,000 employees are guided by the mission “to innovate mobility solutions with passion to enhance quality of life"".",1945.0,,,12687,"tata,motors,company,automobile,group"
412,linkedin.com/company/century-21,CENTURY 21®,Real Estate,http://century21.com,,"More than 140,000 affiliated agents strong in 81 countries. Changing the real estate game for 50+ years, and counting. This is our time and #ThisIsOurCentury.",1971.0,"madison, new jersey, united states",united states,12678,"agents,estate,countries,affiliated,000"
413,linkedin.com/company/theadeccogroup,The Adecco Group,Human Resources Services,http://www.adeccogroup.com,Making the Future Work For Everyone,"We believe in people and their place in the world of work. Everything we do as a company reflects our desire to continually evolve the concept of work for today and tomorrow. We pride ourselves on our ability to deliver a wide range of multi-disciplinary solutions across all sectors and areas of employment. We deliver people solutions on a local and international level, shaping the future of work and the global employment landscape. Our solutions are trusted worldwide and provide a global conscience in human resources. We believe that where work is allowed to thrive, economies grow, and societies prosper. We therefore see it as our duty to provide decision-makers with insight and recommendations, organisations with people and infrastructure, and ultimately, individuals with opportunities. We believe that we’re in a unique position to help organisations navigate change. Our global perspective gives us the data and insight needed to advise and comment on the status and future of the world’s labour markets. Our role is to stand alongside businesses worldwide to empower, enlighten and inspire them to embrace the future.",1996.0,"glattbrugg, zurich, switzerland",switzerland,12671,"organisations,employment,labour,global,opportunities"
414,linkedin.com/company/colgate-palmolive,Colgate-Palmolive,Manufacturing,http://www.colgatepalmolive.com,"We are Colgate, a caring, innovative growth company reimagining a healthier future for all people, pets and planet.","We are Colgate, a caring, innovative growth company that is reimagining a healthier future for all people, their pets and our planet. We are Colgate, a caring, innovative growth company that is reimagining a healthier future for all people, their pets, and our planet. We are a leading global consumer products company with 34,000 people dedicated to improving the health and wellness of people and their pets. Focused on Oral Care, Personal Care, Home Care and Pet Nutrition and reaching more than 200 countries and territories, Colgate teams are developing, producing, distributing and selling health and hygiene products and pet nutrition offerings essential to society through brands such as Colgate, Palmolive, elmex, Tom’s of Maine, hello, Sorriso, Speed Stick, Softsoap, Irish Spring, Protex, Sanex, Filorga, eltaMD, PCA Skin, Ajax, Axion, Fabuloso, Soupline and Suavitel, as well as Hill’s Science Diet and Hill’s Prescription Diet. 

We are also recognized for its leadership and innovation in promoting environmental sustainability and community wellbeing, including our achievements in saving water, reducing waste, promoting recyclability and improving the oral health of children through our Bright Smiles, Bright Futures program, which has reached more than one billion children since 1991.",1806.0,"new york, new york, united states",united states,12647,"colgate,brands,wellness,products,pets"
415,linkedin.com/company/geaviation,GE Aerospace,Aviation and Aerospace Component Manufacturing,http://www.geaerospace.com,,"GE Aerospace is a world-leading provider of jet and turboprop engines, components and integrated systems for commercial, military, business and general aviation aircraft. At GE Aerospace, we believe the world works better when it flies.",,"cincinnati, ohio, united states",united states,12642,"aerospace,aviation,aircraft,ge,jet"
416,linkedin.com/company/tesla-motors,Tesla,Motor Vehicle Manufacturing,https://www.tesla.com/careers,Tesla’s mission is to accelerate the world’s transition to sustainable energy.,"Our mission is to accelerate the world’s transition to sustainable energy. With global temperatures rising, the faster we free ourselves from fossil fuel reliance and achieve a zero-emission future, the better. 
 
In pursuit of this mission, we make electric vehicles that are not just great EVs, but the best cars, period. We also produce and install infinitely scalable clean energy generation and storage products that help our customers further decrease their environmental impact. When it comes to achieving our goals, we pride ourselves in accomplishing what others deem impossible.
 
We are opening new factories and increasing our output everyday – join us in building a sustainable future.",2003.0,"palo alto, california, united states",united states,12641,"evs,sustainable,vehicles,cars,electric"
417,linkedin.com/company/queensland-health,Queensland Health,Hospitals and Health Care,http://www.health.qld.gov.au/,Join our mission to make Queenslanders among the healthiest people in the world by 2026.,"Queensland Health is the state's largest healthcare provider. We are committed to ensuring all Queenslanders have access to a range of public healthcare services aimed at achieving good health and well-being.

Through a network of 16 Hospital and Health Services, as well as the Mater Hospitals, Queensland Health delivers a range of integrated services including hospital inpatient, outpatient and emergency services, community and mental health services, aged care services and public health and health promotion programs.",,"brisbane, queensland, australia",australia,12583,"queensland,healthcare,queenslanders,hospitals,hospital"
418,linkedin.com/company/air-france,Air France,Airlines and Aviation,http://www.airfrance.com,,"Depuis 1933, la compagnie Air France porte haut les couleurs de la France à travers le monde entier. Avec une activité, répartie entre le transport aérien de passagers, le fret, la maintenance et l’entretien aéronautique, Air France est un acteur majeur du secteur aérien. Plus de 45 000 collaborateurs se mobilisent au quotidien pour proposer à chaque client, une expérience de voyage unique. Air France, KLM Royal Dutch Airlines et Transavia forment le Groupe Air France-KLM. Le Groupe  s’appuie sur la force de ses hubs de Paris-Charles de Gaulle et d’Amsterdam-Schiphol pour offrir un vaste réseau international. Son programme de fidélité Flying Blue rassemble plus de 17 millions d’adhérents. 
Air France et KLM sont membres de l’alliance SkyTeam qui compte au total, 19 compagnies aériennes.

Air France place la santé et la sécurité de ses clients et de ses personnels au cœur de ses préoccupations. Avec Air France Protect, son engagement sanitaire, la compagnie a instauré les mesures sanitaires les plus strictes pour un voyage en toute sécurité. 

Air France s’est fixé des objectifs ambitieux en matière de développement durable et travaille à réduire et compenser ses émissions de CO2.  Dans le cadre du programme Horizon 2030, la compagnie s’est engagée à réduire de 50% ses émissions de CO2 par passager-kilomètre d’ici à 2030 à travers des investissements importants en faveur du renouvellement de sa flotte par des avions de nouvelle génération, l’utilisation de solutions innovantes pour réduire sa consommation de carburant ou encore l’utilisation progressive de carburants alternatifs durables.

Plus d'informations sur : corporate.airfrance.com",1933.0,"paris, île-de-france, france",france,12578,"airlines,aéronautique,gaulle,dans,flying"
419,linkedin.com/company/u.s.-coast-guard,U.S. Coast Guard,Armed Forces,http://www.uscg.mil,The official LinkedIn for the U.S. Coast Guard,"The mission of the U.S. Coast Guard is to protect the public, the environment, and U.S. economic interests — in the nation's ports and waterways, along the coast, on international waters, or in any maritime region as required to support national security.

As one of the five branches of the Armed Forces, the U.S. Coast Guard is vital to our nation's safety and security. 

U.S. Coast Guard personnel are the backbone of America’s maritime security. They represent the diverse makeup of our nation and support not only those on active duty but also families, veterans, and retirees through education, training and benefit programs. 

The U.S. Coast Guard also employs a topnotch civilian workforce, with more than 7,000 positions in nearly 100 locations nationwide. Search for Jobs and Internships at USAJobs.gov.

Learn more about our service: 
Coast Guard Compass: http://coastguard.dodlive.mil
Coast Guard All Hands: http://allhands.coastguard.dodlive.mil
Coast Guard Maritime Commons: http://mariners.coastguard.dodlive.mil",1915.0,"washington, district of columbia, united states",united states,12574,"coastguard,usajobs,coast,civilian,guard"
420,linkedin.com/company/janssen-pharmaceutical-companies-of-johnson-and-johnson,The Janssen Pharmaceutical Companies of Johnson & Johnson,Pharmaceutical Manufacturing,http://www.janssen.com,,"At Janssen, we never stop working toward a future where disease is a thing of the past. 

We’re the Pharmaceutical Companies of Johnson & Johnson, and you can count on us to keep working tirelessly to make that future a reality for patients everywhere, by fighting sickness with science, improving access with ingenuity, and healing hopelessness with heart. We focus on areas of medicine where we can make the biggest difference: Cardiovascular & Metabolism, Immunology, Infectious Diseases & Vaccines, Neuroscience, Oncology, and Pulmonary Arterial Hypertension.

Visit us:  www.janssen.com
Follow us: @JanssenGlobal on Twitter and Instagram
Watch our videos on our YouTube channel: http://bit.ly/1LY2xQ5",,"raritan, new jersey, united states",united states,12572,"janssen,janssenglobal,medicine,patients,diseases"
421,linkedin.com/company/bayer-pharmaceuticals,Bayer | Pharmaceuticals,Pharmaceutical Manufacturing,https://pharma.bayer.com/imprint,Transforming Healthcare. For People.,"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. 

The Pharmaceuticals Division of Bayer focuses on prescription products for women’s healthcare, cardiology, oncology, hematology and ophthalmology. The division also comprises the Radiology Business Unit which markets contrast-enhanced diagnostic imaging equipment together with the necessary contrast agents.",1863.0,"berlin, berlin, germany",germany,12558,"bayer,pharmaceuticals,prescription,division,healthcare"
422,linkedin.com/company/stmicroelectronics,STMicroelectronics,Semiconductor Manufacturing,https://www.st.com?src=linkedin,"Everywhere microelectronics makes a positive contribution to people lives, ST is there","ST is a global semiconductor leader delivering intelligent and energy-efficient products and solutions that power the electronics at the heart of everyday life. ST’s products are found everywhere today, and together with our customers, we are enabling smarter driving and smarter factories, cities and homes, along with the next generation of mobile and Internet of Things devices. By getting more from technology to get more from life, ST stands for life.augmented.",1987.0,"chester, pennsylvania, united states",switzerland,12554,"st,augmented,electronics,semiconductor,devices"
423,linkedin.com/company/charter-communications,Charter Communications,Telecommunications,https://jobs.spectrum.com/,,"For company news and job opportunities, please follow us at: https://www.linkedin.com/company/spectrum/

Spectrum is powered and innovated by Charter Communications.

https://www.spectrum.com/policies/privacy-policy.html",1993.0,"stamford, connecticut, united states",united states,12535,"spectrum,charter,communications,privacy,company"
424,linkedin.com/company/remax,RE/MAX,Real Estate,http://www.remax.com,,"As one of the leading global real estate franchisors, RE/MAX, LLC is a subsidiary of RE/MAX Holdings (NYSE: RMAX) with more than 140,000 agents in almost 9,000 offices and a presence in more than 110 countries and territories. 

Nobody in the world sells more real estate than RE/MAX, as measured by residential transaction sides. RE/MAX was founded in 1973 by Dave and Gail Liniger, with an innovative, entrepreneurial culture affording its agents and franchisees the flexibility to operate their businesses with great independence. 

RE/MAX agents have lived, worked and served in their local communities for decades, raising millions of dollars every year for Children’s Miracle Network Hospitals® and other charities. 

To learn more about RE/MAX, to search home listings or find an agent in your community, please visit www.remax.com. For the latest news about RE/MAX, please visit news.remax.com.

Each Office Independently Owned and Operated.",1973.0,"denver, colorado, united states",united states,12526,"remax,max,estate,rmax,franchisors"
425,linkedin.com/company/jabil,Jabil,"Appliances, Electrical, and Electronics Manufacturing",https://www.jabil.com/,Made Possible. Made Better.,"Jabil (NYSE: JBL) is a manufacturing solutions provider with over 250,000 employees across 100 locations in 30 countries. The world's leading brands rely on Jabil's unmatched breadth and depth of end-market experience, technical and design capabilities, manufacturing know-how, supply chain insights and global product management expertise. Driven by a common purpose, Jabil and its people are committed to making a positive impact on their local community and the environment.",1966.0,"st. petersburg, florida, united states",united states,12518,"jabil,jbl,nyse,manufacturing,provider"
426,linkedin.com/company/us-government,US Government Accountability Office,Government Administration,http://www.gao.gov,The Independent Congressional Watchdog,"For more information about GAO, please visit www.gao.gov. 

General Information
The U.S. Government Accountability Office (GAO) is an independent, nonpartisan agency that works for Congress. Often called the ""congressional watchdog,"" GAO investigates how the federal government spends taxpayer dollars.

Mission
Our Mission is to support the Congress in meeting its constitutional responsibilities and to help improve the performance and ensure the accountability of the federal government for the benefit of the American people. We provide Congress with timely information that is objective, fact-based, nonpartisan, non-ideological, fair, and balanced.

GAO Social Media Terms of Use: https://www.facebook.com/usgao/app/250336418365488/",,"washington, district of columbia, united states",united states,12482,"gao,gov,accountability,federal,agency"
427,linkedin.com/company/skanska,Skanska,Construction,http://www.skanska.com,"Using knowledge & foresight to shape the way we live, work, and connect.","Skanska Group uses knowledge & foresight to shape the way people live, work, and connect. More than 135 years in the making, we’re one of the world’s largest development and construction companies, with 2020 revenue totaling SEK 159 billion. We operate in select markets throughout the Nordics, Europe and the United States. Together with our customers and the collective expertise of our 32,000+ teammates, we create innovative and sustainable solutions that support healthy living beyond our lifetime.  

 

Founded in Sweden in 1887 as a maker of concrete, we were driven by a dual purpose: to innovate and build what’s good for people and society. Today we develop, design and build everything from healthy and green office buildings to smart homes and infrastructure. We partner to innovate, and we continue to hold our founding values at the heart of everything we do. 

Skanska Linkedin Page House Rules

We welcome and encourage participation. However, there are some rules we ask everyone to follow in order to maintain a friendly and respectful community. We will remove any posted content that is not aligned with Skanska's values and Code of Conduct, including:

Text, images or video containing profanity, sexually graphic or offensive language, spam, illegal content – laws that govern the use of copyrights, trade secrets, etc. will be followed.",1887.0,"ase, vasternorrlands lan, sweden",sweden,12469,"skanska,nordics,sweden,infrastructure,construction"
428,linkedin.com/company/leonardo_company,Leonardo,Defense and Space Manufacturing,http://www.leonardo.com,,"Leonardo is a global high-tech player in Aerospace, Defence and Security. 

Leonardo plays a strategic role in the industrial development of the countries in which it operates, with a direct presence in five domestic markets (Italy, the United Kingdom, the United States, Poland, and Israel) and a commercial network extending worldwide. 

Innovation, continuous research, digital industry and sustainability are the cornerstones of its business worldwide, while the company’s 51,000-plus people are the engine driving its growth. 

Stefano Pontecorvo has been the Chairman since 9 May 2023 and Roberto Cingolani has been the CEO and General Manager since 9 May 2023.",1948.0,"rome, lazio, italy",italy,12458,"leonardo,ceo,industry,chairman,stefano"
429,linkedin.com/company/brf,BRF,Food and Beverage Services,http://brf-global.com/,Alimentando o mundo.,"We are one of the leading global producers and exporters of quality food, as we believe it is fundamental to a better life for all people.

 Not only what we do, but the way we do it, is guided by the purpose of a better life for everyone, from farm to fork. That is why we conduct a sustainable management of our chain, which is vivid, long and complex. In our chain, it is vital to know how to manage interdependence, appreciate knowledge and the development of people and their diversity, ensure efficiency and always innovate. That is how we guarantee our results.

We never relinquish Safety, Quality and Integrity to reach our goals and, guided by these fundamental commitments, we maintain operations in more than 127 countries, we are responsible for iconic and beloved brands such as Sadia, Perdigão and Qualy, and own over 35 production plants, 40 distribution plants, in addition to more than 4,000 products and 4.5 million tons of food sold around the globe.

Producing food in a way that improves the lives of so many people worldwide is a fascinating challenge. This is our greatest passion.",1934.0,"sao paulo, sao paulo, brazil",brazil,12403,"producing,production,sustainable,innovate,producers"
430,linkedin.com/company/l&t-infotech,LTI - Larsen & Toubro Infotech,IT Services and IT Consulting,https://www.lntinfotech.com,,"LTI is now LTIMindtree, and we are getting businesses to the future, faster. Together. Curious about how we do it? Follow us on www.linkedin.com/ltimindtree/",1997.0,"bombay, maharashtra, india",india,12385,"ltimindtree,lti,linkedin,future,businesses"
431,linkedin.com/company/sonatrach,Sonatrach,Oil and Gas,http://www.sonatrach.com,,"Sonatrach (Société Nationale pour la Recherche, la Production, le Transport, la Transformation, et la Commercialisation des Hydrocarbures s.p.a.) is an Algerian government-owned company formed to exploit the hydrocarbon resources of the country. Its diversified activities cover all aspects of Oil & Gas industry chain. Upstream (E&P), Midstream (Transport) and Downstream (Marketing, Refining and Petchems).",1963.0,"algiers, alger, algeria",algeria,12376,"sonatrach,algerian,hydrocarbon,hydrocarbures,downstream"
432,linkedin.com/company/pizza-hut,Pizza Hut,Restaurants,http://pizzahut.com,Feeding more possibilities,"Pizza Hut™ is committed to breakthrough innovation and the success of our employees. From our world class operations to our passionate customer mania philosophy and an incredible franchise system, this is one great place to work! So come see what it's like to be with a global leader in the restaurant industry. You'll find a fun, fast paced and supportive culture, where all of our success comes from our belief in people, and investing in you is our top priority.",1958.0,"plano, texas, united states",united states,12338,"hut,pizza,restaurant,franchise,innovation"
433,linkedin.com/company/technip,Technip,Oil and Gas,http://www.technipfmc.com,,Technip is now TechnipFMC. Learn more on our new company page or at www.TechnipFMC.com.,1958.0,,,12334,"technipfmc,technip,company,page,com"
434,linkedin.com/company/eni,Eni,Oil and Gas,https://www.eni.com/en-IT/home.html,,"Eni is an integrated energy company, founded in 1953, with 31.376 employees in 69 countries around the world, including Algeria, Angola, Mozambique, Mexico, Indonesia and Italy. In 2021, the company launched a new strategy that will enable it to provide a variety of fully decarbonized products, combining environmental and financial sustainability. The recent merger of the renewable and retail businesses in Plenitude (formerly Eni gas e luce), the development of bio-refineries and biomethane production, and the sale of low-carbon energy carriers and mobility services at service stations are among the main levers for taking the path towards decarbonization.
Eni aspires to contribute to the achievement of the Sustainable Development Goals (SDGs) of the United Nations 2030 Agenda, supporting a just energy transition that meets the challenge of climate change with concrete and economically sustainable solutions by promoting efficient and sustainable access to energy resources, for all. 

* data updated to 2022",,"rome, lazio, italy",italy,12321,"eni,sustainability,sustainable,renewable,refineries"
435,linkedin.com/company/altran,Altran,Information Technology & Services,http://www.capgemini-engineering.com,,Altran is now Capgemini Engineering. Follow us on www.linkedin.com/company/capgemini-engineering,1982.0,,,12308,"altran,engineering,capgemini,company,linkedin"
436,linkedin.com/company/emerson-automation-solutions,Emerson's Automation Technologies & Solutions,Software Development,https://www.emerson.com,,"Emerson's automation technologies & solutions are helping process, hybrid & discrete manufacturers automate and optimize production processes through best-in-class technologies and industry expertise. We have the most complete automation portfolio in the industry with the depth of services to back it up. Our network of global industry centers and industry and application experts take on the toughest challenges. Anytime. Anywhere.",,"round rock, texas, united states",united states,12302,"automation,emerson,automate,industry,technologies"
437,linkedin.com/company/l3,L3 Technologies,Defense and Space Manufacturing,http://www.L3Tjobs.com/,,"With headquarters in New York City and approximately 31,000 employees worldwide, L3 develops advanced defense technologies and commercial solutions in pilot training, aviation security, night vision and EO/IR, weapons, maritime systems and space. The company reported 2018 sales of $10.2 billion.

To learn more about L3, please visit the company’s website.",1997.0,"new york, new york, united states",united states,12268,"l3,headquarters,billion,company,worldwide"
438,linkedin.com/company/davita,DaVita Kidney Care,Hospitals and Health Care,https://careers.davita.com,,"DaVita means “to give life,” reflecting our proud history as leaders in dialysis—an essential, life-sustaining treatment for those living with end stage kidney disease (ESKD). Today, our mission is to minimize the devastating impacts of kidney disease across the full spectrum of kidney health care.

At DaVita, we’re a community first and a company second. We care for our teammates with the same intensity with which we care for our patients—and encourage our teammates to bring their hearts to work. That is, we can be the same people inside and outside of work because for us, it’s not work, it’s our passion. 

Interested in joining our Village? There are over 75,000 careers and counting. Visit careers.davita.com to start your career adventure.",1999.0,"denver, colorado, united states",united states,12264,"dialysis,davita,kidney,patients,village"
